	0
1970	Enough can not be said of the remarkable animation in this film.  
1971	The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  
1972	If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  
1973	This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  
1974	If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  
1975	Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  
1976	Just consider the excellent story, solid acting and look of the film as added bonuses.  
1977	Instead, we got a bore fest about a whiny, spoiled brat babysitting.  
1978	Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  
1979	It is a very well acted and done TV Movie.  
1980	Judith Light is one of my favorite actresses and I think she does a superb job in this film!  
1981	I keep watching it over and over.  
1982	It's a sad movie, but very good.  
1983	If you have not seen this movie, I definitely recommend it!  
1984	She is as lovely as usual, this cutie!  
1985	Still it's quite interesting and entertaining to follow.  
1986	;) Recommend with confidence!  
1987	This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  
1988	It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  
1989	:) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  
1990	The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  
1991	Fans of the genre will be in heaven.  
1992	Lange had become a great actress.  
1993	It looked like a wonderful story.  
1994	I never walked out of a movie faster.  
1995	I just got bored watching Jessice Lange take her clothes off!  
1996	Unfortunately, any virtue in this film's production work was lost on a regrettable script.  
1997	In a word, it is embarrassing.  
1998	Exceptionally bad!  
1999	All in all its an insult to one's intelligence and a huge waste of money.  
2000	Wow... Loved this place.
2001	Crust is not good.
2002	Not tasty and the texture was just nasty.
2003	Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.
2004	The selection on the menu was great and so were the prices.
2005	Now I am getting angry and I want my damn pho.
2006	Honeslty it didn't taste THAT fresh.)
2007	The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.
2008	The fries were great too.
2009	A great touch.
2010	Service was very prompt.
2011	Would not go back.
2012	The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.
2013	I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!
2014	I was disgusted because I was pretty sure that was human hair.
2015	I was shocked because no signs indicate cash only.
2016	Highly recommended.
2017	Waitress was a little slow in service.
2018	This place is not worth your time, let alone Vegas.
2019	did not like at all.
2020	The Burrittos Blah!
2021	The food, amazing.
2022	Service is also cute.
2023	I could care less... The interior is just beautiful.
2024	So they performed.
2025	That's right....the red velvet cake.....ohhh this stuff is so good.
2026	- They never brought a salad we asked for.
2027	This hole in the wall has great Mexican street tacos, and friendly staff.
2028	Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.
2029	The worst was the salmon sashimi.
2030	Also there are combos like a burger, fries, and beer for 23 which is a decent deal.
2031	This was like the final blow!
2032	I found this place by accident and I could not be happier.
2033	seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.
2034	Overall, I like this place a lot.
2035	The only redeeming quality of the restaurant was that it was very inexpensive.
2036	Ample portions and good prices.
2037	Poor service, the waiter made me feel like I was stupid every time he came to the table.
2038	My first visit to Hiro was a delight!
2039	Service sucks.
2040	The shrimp tender and moist.
2041	There is not a deal good enough that would drag me into that establishment again.
2042	Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.
2043	On a positive note, our server was very attentive and provided great service.
2044	Frozen pucks of disgust, with some of the worst people behind the register.
2045	The only thing I did like was the prime rib and dessert section.
2046	It's too bad the food is so damn generic.
2047	The burger is good beef, cooked just right.
2048	If you want a sandwich just go to any Firehouse!!!!!
2049	My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.
2050	We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.
2051	He came running after us when he realized my husband had left his sunglasses on the table.
2052	Their chow mein is so good!
2053	They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.
